# Refractive indices of ice Ih
#
# Wavelengths: 0.0443 micron to 2e+6 micron @ N = 2000
# Temperatures: T = 160 to 270 K @ delta_T = 10 K
# 
# References
#  Iwabuchi, H., and P. Yang, 2011: Temperature-dependence of ice optical constants: Implications for simulating the single-scattering properties of cold ice clouds.
#  Submitted to JQSRT.
#
# Contact: H. Iwabuchi (hiroiwa (at) m.tohoku.ac.jp)
#
# Format
#  First column: Wavelength (um)
#  Columns  2-13: Real part, n
#  Columns 14-25: Imaginary part, k
# 
# Wavelength(um), n(160), n(170), ..., n(270), k(160), k(170), ..., k(270)
  4.43000E-02  8.36471E-01  8.36217E-01  8.35934E-01  8.35620E-01  8.35225E-01  8.34942E-01  8.34515E-01  8.34092E-01  8.33539E-01  8.33027E-01  8.32489E-01  8.31830E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01  1.63996E-01
  4.46923E-02  8.37309E-01  8.37056E-01  8.36772E-01  8.36459E-01  8.36063E-01  8.35781E-01  8.35353E-01  8.34931E-01  8.34378E-01  8.33866E-01  8.33328E-01  8.32669E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01  1.68373E-01
  4.50881E-02  8.37436E-01  8.37182E-01  8.36899E-01  8.36585E-01  8.36190E-01  8.35908E-01  8.35480E-01  8.35057E-01  8.34504E-01  8.33993E-01  8.33455E-01  8.32795E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01  1.72864E-01
  4.54874E-02  8.37326E-01  8.37073E-01  8.36789E-01  8.36476E-01  8.36080E-01  8.35798E-01  8.35370E-01  8.34948E-01  8.34395E-01  8.33884E-01  8.33345E-01  8.32686E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01  1.77795E-01
  4.58903E-02  8.37224E-01  8.36970E-01  8.36687E-01  8.36373E-01  8.35978E-01  8.35695E-01  8.35268E-01  8.34845E-01  8.34292E-01  8.33781E-01  8.33243E-01  8.32583E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01  1.82876E-01
  4.62967E-02  8.37111E-01  8.36857E-01  8.36574E-01  8.36260E-01  8.35865E-01  8.35583E-01  8.35155E-01  8.34733E-01  8.34180E-01  8.33668E-01  8.33130E-01  8.32471E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01  1.88224E-01
  4.67067E-02  8.37039E-01  8.36785E-01  8.36502E-01  8.36188E-01  8.35793E-01  8.35511E-01  8.35083E-01  8.34661E-01  8.34108E-01  8.33596E-01  8.33058E-01  8.32399E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01  1.93731E-01
  4.71203E-02  8.36968E-01  8.36714E-01  8.36431E-01  8.36117E-01  8.35722E-01  8.35440E-01  8.35012E-01  8.34590E-01  8.34037E-01  8.33525E-01  8.32987E-01  8.32328E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01  1.99559E-01
  4.75376E-02  8.37048E-01  8.36794E-01  8.36511E-01  8.36197E-01  8.35802E-01  8.35520E-01  8.35092E-01  8.34670E-01  8.34117E-01  8.33606E-01  8.33067E-01  8.32408E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01  2.05610E-01
  4.79586E-02  8.37124E-01  8.36871E-01  8.36587E-01  8.36274E-01  8.35879E-01  8.35597E-01  8.35169E-01  8.34747E-01  8.34193E-01  8.33682E-01  8.33144E-01  8.32485E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01  2.12232E-01
